holding,0.0886158899
zoom,-0.5399927695
advances,0.3762979624
answered,-0.3168492182
materials,0.3762979624
event,-2.6994770189
advanced,0.0398257257
cage,-0.0291671457
jet,0.7817630705
generation,0.7817630705
paging,0.1531544111
alternate,-0.3168492182
told,2.6098901839
possibly,-0.0291671457
answer,0.3156733406
violates,0.3762979624
rgb,0.0398257257
initialization,-0.6045312906
compsys,2.2481001393
prefered,-0.3168492182
quality,1.8579025033
components,-1.1277794344
viewing,-1.2331399501
wherever,0.7817630705
instruments,0.3762979624
steady,-0.5399927695
compatibility,1.2925886942
spec,1.9167430033
dynamic,1.1647553227
res,0.6639800348
john,0.3117594412
greg,0.4633093394
ignorance,-0.0291671457
biggest,-0.5399927695
debug,0.2585149267
drawing,-2.7591962536
utexas,0.2585149267
renamed,-0.3168492182
ronald,-0.1345276614
grep,-0.0291671457
times,0.4596795713
randall,-0.0291671457
grey,-1.1277794344
outputs,1.0694451429
ignore,0.0886158899
f,-1.2331399501
g,-0.6884127746
d,-0.1092098534
heck,0.3762979624
e,-0.0342822464
b,-0.5841639878
c,-1.0378311977
confused,-0.0291671457
n,-1.4772388666
consultant,0.7817630705
o,-0.6900534641
l,-1.2751041492
m,0.0349947985
cutting,-0.3168492182
j,-0.5990816859
k,-0.3168492182
h,-1.4955042145
taking,-0.3168492182
w,-0.9960101568
v,-0.6313425481
ports,0.9359137503
u,-0.8764650061
red,-1.1435277914
days,0.5586195192
r,-0.5319605978
q,-1.1641470786
p,-1.2976784712
library,-3.0894379404
advice,1.5549529587
y,-1.8674466306
zone,1.2925886942
x,-4.9217415878
rep,1.4749102510
sizes,-0.3168492182
basis,-1.2331399501
drop,-0.4121593980
exception,-0.3168492182
tool,-2.3962907599
took,1.1647553227
architecture,0.0398257257
basic,-0.0756871614
updated,-1.6605839649
priority,-0.0291671457
description,-1.1992383984
tony,0.1531544111
tons,-0.3168492182
incompatibilities,0.3762979624
involves,-0.0291671457
station,1.4749102510
automatic,-0.4709998980
belongs,-0.0291671457
jay,0.3762979624
double,0.5098293550
preferred,0.2221472825
much,0.5131571451
seminar,-0.0291671457
involved,-0.5399927695
miscellaneous,-0.0937056669
fewer,-0.4709998980
areas,-0.9229850218
update,0.5704539768
raw,0.6639800348
grab,-1.0099963988
connect,1.1071854709
complaints,1.0694451429
business,-0.4709998980
completely,0.4633093394
possible,-0.0291671457
following,-0.4030269144
especially,0.0886158899
chris,0.1939764056
alike,0.3762979624
reached,-0.4709998980
andrew,-2.0918015691
upgrades,0.7817630705
megs,1.6755809465
updates,-1.0099963988
assigned,0.3762979624
colleague,0.3762979624
finished,-0.5399927695
gray,-0.7223143263
shadows,1.4749102510
hello,0.0886158899
entire,-1.0900391064
advantage,0.2962552547
ran,1.1872281786
ram,1.0256425203
anyone,0.7026945470
overwrite,0.7817630705
intermittent,0.3762979624
brown,-0.4346322538
icons,-1.2331399501
adding,0.8558710426
upgraded,0.9640846273
suspicious,0.7817630705
lower,1.5549529587
amateur,0.3762979624
accesses,0.3762979624
rewrite,-1.2331399501
help,0.1939764056
border,-1.7637682011
capability,-0.0291671457
support,-0.2086356336
menu,-1.4360807941
job,0.1249835341
row,-0.8276748420
rob,0.1939764056
suppose,-1.2331399501
patches,-1.9750772948
avenue,-0.2114887025
western,0.5673531991
upon,-0.3968919259
speeds,2.0810460546
binary,-1.8209266150
uncovered,0.3762979624
explicitly,-1.2331399501
executable,-0.8764650061
thought,1.0268855285
easily,-0.0937056669
road,-0.8764650061
space,-1.1641470786
express,0.0886158899
decision,0.3762979624
ascii,-1.1641470786
joe,-1.1053065786
tests,0.5433520470
rather,-0.5244885830
speedy,1.3571272154
held,-1.0099963988
marketing,0.3762979624
hell,1.3571272154
helps,-0.8764650061
suggestions,-1.1818466557
reserved,-0.1345276614
recall,0.6639800348
jpl,-0.7223143263
keith,0.5098293550
telephone,-0.3168492182
warning,-1.2106670942
single,0.7440227425
disk,1.7859034024
emulate,-0.0291671457
mess,1.2235958228
every,-0.1345276614
quarterdeck,-1.2976784712
jim,0.0661430341
inserted,0.3762979624
exceeds,0.3762979624
thompson,0.3762979624
writes,0.3048389984
dirt,-0.5399927695
wrap,1.0694451429
reviews,0.9359137503
easier,-0.9229850218
tutorial,-2.1494306819
finger,-1.4154615069
exciting,0.3762979624
hewlettpackard,0.0886158899
drawbacks,-0.0291671457
andre,-1.9262871306
braindead,0.3762979624
interference,0.3762979624
watson,-0.3168492182
enetdeccom,0.3762979624
super,0.2221472825
overlapping,0.0886158899
svga,0.6386622268
grid,0.3762979624
stephen,0.9359137503
develop,0.1531544111
answering,-0.5399927695
offer,-0.2298378412
adapter,2.3572994312
rik,-0.0291671457
accidentally,-0.3168492182
looked,0.0886158899
rid,-0.3168492182
bernhard,-0.0291671457
scientific,-0.7223143263
advance,0.5898720627
wellwritten,-0.0291671457
appear,-1.0587865629
discussion,0.5304486422
understand,1.1384380144
maintain,-0.8764650061
flow,1.9857358748
omitted,0.6639800348
mailer,-1.0099963988
exactly,0.3073050909
although,0.3473104255
designers,-0.0291671457
signs,0.7817630705
laugh,-0.0291671457
discussing,-0.8764650061
suggest,-0.8474774693
indicated,0.3762979624
calls,-0.6422716186
grayscale,-1.1277794344
loaded,-0.3168492182
system,0.1540764950
amiga,-0.9587031044
favor,1.0694451429
indicates,-0.1345276614
cheap,1.1647553227
deadline,-0.0291671457
eliminate,0.7817630705
andor,-0.9358884266
press,-0.4038605952
sort,-0.4709998980
minimum,-0.1833178256
expensive,1.8803753591
downloaded,0.7817630705
platforms,-1.5696121867
run,-0.4709998980
scenarios,0.3762979624
life,-0.7223143263
significant,-0.5792134827
sigma,-0.0291671457
graduate,0.3762979624
worked,0.3762979624
pick,-0.3168492182
sensitive,-0.3168492182
multiuser,-0.5399927695
documents,-1.0099963988
trust,-0.6045312906
rates,1.7625923235
printer,0.3762979624
works,0.2427665697
michigan,-0.3168492182
esdi,2.8612046122
remain,-0.8764650061
printed,-0.4346322538
rated,0.7817630705
world,-0.4991707750
derek,-2.0660490730
sparcs,0.7817630705
hercules,1.4749102510
become,-0.7223143263
emergency,1.2925886942
must,-0.1949594006
descriptions,-0.0291671457
necessarily,0.1939764056
carl,0.3762979624
friends,0.7817630705
curious,0.1531544111
practical,-0.7223143263
considering,1.8426350312
care,0.3762979624
card,1.8192876672
christopher,0.0886158899
assuming,0.5304486422
compton,0.7817630705
sparc,-3.0248994193
exclusively,0.3762979624
spare,1.2925886942
saved,0.0886158899
indexes,-0.0291671457
microseconds,1.4749102510
vary,-1.0099963988
upgrade,2.1680574316
stereo,0.3762979624
unlikely,-0.0291671457
case,-0.4839033029
saver,0.3762979624
visa,0.7817630705
teaches,0.3762979624
early,-1.0099963988
attempt,-0.9587031044
mbytes,-2.1086086874
continuously,0.7817630705
performance,0.1611865828
vast,0.3762979624
isa,3.8209804560
agrees,-0.0291671457
chip,4.1374980781
advantages,-0.0291671457
delivered,0.3762979624
soon,-0.6533214548
ripped,0.3762979624
sony,1.7625923235
personally,0.2221472825
seven,-0.0291671457
charge,-0.3168492182
buffers,0.3762979624
amazed,1.0694451429
everything,0.4716081422
zero,-0.3168492182
stanford,-0.3168492182
sam,1.0694451429
draw,-2.5414727697
transmitted,0.6639800348
drive,3.3660121636
performing,-0.0291671457
restoring,0.3762979624
slows,1.0694451429
working,-0.1345276614
ping,-0.0291671457
sold,1.4749102510
confusion,0.0886158899
thousands,0.3762979624
grove,0.3762979624
topic,-2.0215973104
jose,-0.1345276614
matters,1.2925886942
