=========================================================================
   48.6560    49.3657    50.0521    50.7391    51.4381    52.1508    52.8796    53.6279    54.4005    55.1503    55.8783    56.6134    57.3555    58.1045    58.8600    59.6216    60.3890    61.1617    61.9389    62.7198    63.5035    64.2888    65.0743    65.8583    66.5196    65.8792    65.1575    65.1301    64.3732    63.6131    62.8517    62.0904    61.3306    60.5733    59.8196 
   52.4993    53.0825     0.0000    54.6563    55.3520    56.0988    56.8550    57.6219    58.4019    59.1676    59.7738     0.0000    62.5031    63.2059    64.0497    64.9180    65.7978    66.6853    67.5516    68.2372     0.0000    72.0391    72.3716    72.2098    72.8070    71.9485    71.0665    70.9419    70.0038    69.0691    68.1422    67.2253    66.3199    66.0854    65.2229 
   53.1524    53.8875    54.6495    55.3226    56.0754    56.8420    57.6185    58.4054    59.2029    59.9963    60.6661     0.0000    63.2674    64.0480    64.9170    65.7978    66.6892    67.5915    68.4888    69.2461     0.0000    72.9699    73.4086    73.0880    73.9696    72.8945    71.8663    72.0002    70.8899    69.8322    68.8156    67.8320    66.8756    67.0586    65.9988 
   53.7882    54.5352    55.2897    56.0490    56.8244    57.6087    58.4016    59.2029    60.0126    60.8310    61.5775     0.0000    64.0316    64.9009    65.7884    66.6853    67.5915    68.5072    69.4326    70.2766     0.0000    73.8992    74.4919    73.9220    73.8962    73.0167    72.1133    71.3105    70.4675    69.6004    68.7201    67.8343    66.9482    66.1770    65.3754 
   54.3758    55.1501    55.9344    56.7285    57.5328    58.3460    59.1675    59.9963    60.8310    61.6698    62.5100     0.0000    64.7943    65.7031    66.6227    67.5516    68.4888    69.4326    70.3810    71.3310     0.0000    74.8210    75.6393    74.8487    74.9972    73.8916    72.8303    71.8149    70.8325    69.8750    68.9370    68.0151    67.1071    66.2227    65.3554 
   54.7556    55.5563    56.3703    57.1984    58.0411    58.8992    59.7738    60.6661    61.5775    62.5100    63.4660    64.4485    65.3252    66.2780    67.2483    68.2372    69.2461    70.2766    71.3310    72.4120    73.5229    75.7261    76.8569    75.7378    74.7703    73.7985    72.8276    71.8626    70.9065    69.9608    69.0264    68.1038    67.1931    66.2953    65.4109 


->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	DOWN	DOWN	DOWN	DOWN	DOWN	<-	<-	<-	<-	<-	<-	
DOWN	#	->	->	->	->	->	DOWN	#	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	DOWN	DOWN	DOWN	DOWN	DOWN	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	<-	<-	DOWN	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	DOWN	#	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	DOWN	<-	DOWN	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	
DOWN	#	->	->	->	->	->	DOWN	#	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	<-	<-	DOWN	<-	<-	<-	<-	<-	<-	<-	
DOWN	DOWN	#	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	->	DOWN	DOWN	DOWN	<-	DOWN	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	DOWN	#	->	->	->	->	->	->	->	->	->	->	->	DOWN	UP	#	DOWN	->	->	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	->	->	->	->	->	DOWN	->	->	->	DOWN	DOWN	DOWN	DOWN	#	DOWN	DOWN	DOWN	DOWN	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	DOWN	
DOWN	->	->	->	->	->	->	->	->	DOWN	DOWN	#	DOWN	DOWN	->	->	DOWN	DOWN	DOWN	DOWN	#	DOWN	DOWN	->	DOWN	<-	<-	DOWN	<-	<-	<-	<-	<-	DOWN	DOWN	
DOWN	DOWN	#	DOWN	->	->	->	->	DOWN	DOWN	DOWN	#	DOWN	DOWN	DOWN	->	DOWN	DOWN	DOWN	DOWN	#	DOWN	DOWN	DOWN	DOWN	<-	<-	DOWN	<-	<-	<-	<-	<-	DOWN	DOWN	
->	->	->	->	->	->	->	->	DOWN	DOWN	DOWN	#	DOWN	->	->	->	DOWN	DOWN	DOWN	DOWN	#	DOWN	DOWN	DOWN	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	->	DOWN	DOWN	DOWN	#	DOWN	->	->	->	->	DOWN	DOWN	DOWN	#	DOWN	DOWN	DOWN	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	->	->	DOWN	DOWN	#	->	->	->	->	->	->	DOWN	DOWN	#	DOWN	DOWN	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	
->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	->	DOWN	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	<-	

